card_id,name_ko,name_en,pool,rarity,cost,type,score_low,score_baseline,score_high,score_width,confidence_score,confidence_grade,low_confidence_effects,fallback_effects,benchmark_v4,benchmark_method,benchmark_comparable,residual_low,residual_baseline,residual_high,rank_low_scenario,rank_baseline_scenario,rank_high_scenario,rank_span,rank_stability,rules,description_en
STRIKE_IRONCLAD,타격,Strike,ironclad,Basic,E1,Attack,3.0,3.0,3.0,0.0,1.0,A,0,0,3.0,v3_table,True,0.0,0.0,0.0,62,86,87,25,0.709,atomic_fixed,Deal 6 damage.
STRIKE_NECROBINDER,타격,Strike,necrobinder,Basic,E1,Attack,3.0,3.0,3.0,0.0,1.0,A,0,0,3.0,v3_table,True,0.0,0.0,0.0,60,81,84,24,0.724,atomic_fixed,Deal 6 damage.
STRIKE_REGENT,타격,Strike,regent,Basic,E1,Attack,3.0,3.0,3.0,0.0,1.0,A,0,0,3.0,v3_table,True,0.0,0.0,0.0,56,71,77,21,0.759,atomic_fixed,Deal 6 damage.
STRIKE_SILENT,타격,Strike,silent,Basic,E1,Attack,3.0,3.0,3.0,0.0,1.0,A,0,0,3.0,v3_table,True,0.0,0.0,0.0,53,81,84,31,0.644,atomic_fixed,Deal 6 damage.
SUBROUTINE,서브루틴,Subroutine,defect,Uncommon,E1,Power,2.5,8.75,45.0,42.5,0.42,C,1,0,6.5,v3_table,True,-4.0,2.25,38.5,64,33,3,61,0.299,atomic_fixed+event_triggers,"Whenever you play a Power, gain 1 Energy."
SUCKER_PUNCH,불의의 일격,Sucker Punch,silent,Common,E1,Attack,6.1,6.1,6.1,0.0,0.904,A,0,0,5.3,v3_table,True,0.8,0.8,0.8,16,47,63,47,0.46,atomic_fixed,Deal 8 damage. Apply 1 Weak.
SUMMON_FORTH,대령하라,Summon Forth,regent,Uncommon,E1,Skill,5.14,5.14,5.14,0.0,0.72,B,0,0,6.5,v3_table,True,-1.36,-1.36,-1.36,33,50,63,30,0.655,atomic_fixed|retrieve_sovereign_blade,Put Sovereign Blade into your Hand from anywhere. Forge 8.
SUNDER,찢기,Sunder,defect,Uncommon,E3,Attack,12.0,17.25,19.5,7.5,0.823,C,1,0,16.0,v3_table,True,-4.0,1.25,3.5,6,5,25,20,0.77,atomic_fixed|atomic_fixed+condition_probability,"Deal 24 damage. If this kills an enemy, gain 3 Energy."
SUPERCRITICAL,임계 초과,Supercritical,defect,Rare,E0,Skill,9.0,9.0,9.0,0.0,0.72,B,0,0,6.5,v3_table,True,2.5,2.5,2.5,12,32,52,40,0.54,atomic_fixed|keyword_exhaust,Gain 4 Energy.
SUPERMASSIVE,초질량,Supermassive,regent,Uncommon,E1,Attack,4.0,5.8,17.5,13.5,0.839,C,0,0,6.5,v3_table,True,-2.5,-0.7,11.0,45,44,20,25,0.713,additional_damage_scaling|atomic_fixed,Deal 5 damage. Deals 3 additional damage for each card you created this combat.
SUPPRESS,진압,Suppress,silent,Ancient,E0,Attack,12.3,12.3,12.3,0.0,0.845,B,0,0,,unsupported_rarity_raw_score,False,,,,1,7,37,36,0.586,atomic_fixed|keyword_innate,Deal 11 damage. Apply 3 Weak.
SURVIVOR,생존자,Survivor,silent,Basic,E1,Skill,5.05,5.05,5.05,0.0,1.0,A,0,0,3.0,v3_table,True,2.05,2.05,2.05,28,63,72,44,0.494,atomic_fixed,Gain 8 Block. Discard 1 card.
SWEEPING_BEAM,광선 휩쓸기,Sweeping Beam,defect,Common,E1,Attack,5.15,5.15,5.15,0.0,0.932,A,0,0,5.3,v3_table,True,-0.15,-0.15,-0.15,37,59,71,34,0.609,atomic_fixed,Deal 6 damage to ALL enemies. Draw 1 card.
SWEEPING_GAZE,훑어보기,Sweeping Gaze,token,Token,E0,Attack,2.5,2.5,2.5,0.0,0.72,B,0,0,,special_pool_raw_score,False,,,,8,8,8,0,1.0,keyword_ethereal|keyword_exhaust|osty_random_damage,Osty deals 10 damage to a random enemy.
SWORD_BOOMERANG,부메랑 칼날,Sword Boomerang,ironclad,Common,E1,Attack,4.05,4.55,5.55,1.5,0.453,C,1,0,5.3,v3_table,True,-1.25,-0.75,0.25,50,71,73,23,0.733,atomic_random_target_damage|multi_hit_strength_synergy,Deal 3 damage to a random enemy 3 times.
SWORD_SAGE,검성,Sword Sage,regent,Rare,E2,Power,2.0,5.0,9.0,7.0,0.42,C,1,0,17.0,v3_table,True,-15.0,-12.0,-8.0,70,56,45,25,0.713,grant_replay,Sovereign Blade gains Replay 1.
SYNCHRONIZE,동기화,Synchronize,defect,Uncommon,E1,Skill,0.6,2.52,15.0,14.4,0.485,C,1,0,6.5,v3_table,True,-5.9,-3.98,8.5,83,83,36,47,0.46,atomic_temporary_stat+scaling_count|keyword_exhaust,Gain 2 Focus this turn for each unique Orb you have.
SYNTHESIS,합성,Synthesis,defect,Uncommon,E2,Attack,9.5,9.5,9.5,0.0,0.926,A,0,0,11.0,v3_table,True,-1.5,-1.5,-1.5,11,29,48,37,0.575,atomic_fixed|next_card_free,Deal 14 damage. The next Power you play costs 0 Energy.
TACTICIAN,전략가,Tactician,silent,Uncommon,E3,Skill,2.5,6.9,10.5,8.0,0.529,C,1,0,16.0,v3_table,False,,,,57,38,45,19,0.782,atomic_fixed|keyword_sly,Gain 1 Energy.
TAG_TEAM,태그 팀,Tag Team,colorless,Uncommon,E2,Attack,7.5,10.5,15.5,8.0,0.724,C,1,0,12.0,v3_table,True,-4.5,-1.5,3.5,11,14,18,7,0.889,atomic_fixed|next_card_replay,Deal 11 damage. The next Attack another player plays on the enemy is played an extra time.
TANK,탱커,Tank,ironclad,Rare,E1,Power,4.5,11.0,27.0,22.5,0.42,C,2,0,6.5,v3_table,True,-2.0,4.5,20.5,46,21,17,29,0.663,double_damage_window|percent_damage_reduction,Take double damage from enemies. Allies take half damage from enemies.
TAUNT,도발,Taunt,ironclad,Uncommon,E1,Skill,6.2,6.2,6.2,0.0,0.91,A,0,0,6.5,v3_table,True,-0.3,-0.3,-0.3,22,54,66,44,0.488,atomic_fixed,Gain 7 Block. Apply 1 Vulnerable.
TEAR_ASUNDER,갈가리 찢기,Tear Asunder,ironclad,Rare,E2,Attack,2.5,10.0,22.5,20.0,0.565,C,1,0,17.0,v3_table,True,-14.5,-7.0,5.5,68,24,24,44,0.488,atomic_fixed|extra_hits_per_hp_loss,Deal 5 damage. Hits an additional time for each time you lost HP this combat.
TEMPEST,뇌우,Tempest,defect,Uncommon,EX,Skill,2.2,4.4,8.8,6.6,0.42,C,1,0,11.0,x_as_2_energy,True,-8.8,-6.6,-2.2,68,68,53,15,0.828,atomic_fixed+x_value,Channel X Lightning.
TERRAFORMING,테라포밍,Terraforming,regent,Uncommon,E1,Skill,3.0,3.0,3.0,0.0,0.72,B,0,0,6.5,v3_table,True,-3.5,-3.5,-3.5,57,72,78,21,0.759,atomic_fixed,Gain 6 Vigor.
TESLA_COIL,테슬라 코일,Tesla Coil,defect,Uncommon,E0,Attack,3.5,9.5,21.5,18.0,0.512,C,1,0,4.3,v3_table,True,-0.8,5.2,17.2,48,30,21,27,0.69,atomic_fixed|trigger_all_lightning,Deal 3 damage. Trigger all Lightning against the enemy.
THE_BOMB,폭탄,The Bomb,colorless,Uncommon,E2,Skill,13.312,13.312,13.312,0.0,1.0,A,0,0,12.0,v3_table,True,1.312,1.312,1.312,4,7,24,20,0.683,atomic_fixed+fixed_delay_n,"At the end of 3 turns, deal 40 damage to ALL enemies."
THE_GAMBIT,포석,The Gambit,colorless,Rare,E0,Skill,-5.0,5.0,27.0,32.0,0.736,C,1,0,5.0,v3_table,True,-10.0,0.0,22.0,64,45,5,59,0.063,atomic_fixed|gambit_death_risk,"Gain 50 Block. If you take unblocked attack damage this combat, die."
THE_HUNT,사냥,The Hunt,silent,Rare,E1,Attack,4.0,6.1,10.0,6.0,0.815,C,1,0,6.5,v3_table,True,-2.5,-0.4,3.5,41,48,48,7,0.92,atomic_fixed|keyword_exhaust|meta_card_reward,"Deal 10 damage. If Fatal, gain an additional card reward."
THE_SCYTHE,사신의 낫,The Scythe,necrobinder,Rare,E2,Attack,7.5,11.5,19.5,12.0,0.721,C,1,0,17.0,v3_table,True,-9.5,-5.5,2.5,15,16,27,12,0.862,atomic_fixed|keyword_exhaust|permanent_damage_growth,Deal 13 damage. Permanently increase this card's damage by 4.
THE_SEALED_THRONE,봉인된 왕좌,The Sealed Throne,regent,Ancient,E1+S3,Power,-4.5,-0.75,21.0,25.5,0.42,C,2,0,,unsupported_rarity_raw_score,False,,,,85,87,14,73,0.161,atomic_fixed+event_triggers|cost_star_spend,"Whenever you play a card, gain 1 Stars."
THE_SMITH,위대한 재련,The Smith,regent,Rare,E1+S4,Skill,1.9,1.9,1.9,0.0,0.586,C,1,0,6.5,energy_table_star_cost_separated,True,-4.6,-4.6,-4.6,73,83,85,12,0.862,atomic_fixed|cost_star_spend,Forge 30.
THINKING_AHEAD,미래 예지,Thinking Ahead,colorless,Uncommon,E0,Skill,1.9,1.9,1.9,0.0,0.72,B,0,0,4.25,v3_table,True,-2.35,-2.35,-2.35,49,62,62,13,0.794,atomic_fixed|atomic_hand_to_topdeck|keyword_exhaust,Draw 2 cards. Put 1 card from your Hand on top of your Draw Pile.
THRASH,난타,Thrash,ironclad,Rare,E1,Attack,5.0,7.25,12.75,7.75,0.749,C,1,0,6.5,v3_table,True,-1.5,0.75,6.25,37,41,40,4,0.953,absorb_random_attack_damage|atomic_fixed|multi_hit_strength_synergy,Deal 4 damage twice. Exhaust a random Attack in your Hand and add its damage to this card.
THRUMMING_HATCHET,고동치는 도끼,Thrumming Hatchet,colorless,Uncommon,E1,Attack,7.9,7.9,7.9,0.0,0.824,B,1,0,6.8,v3_table,True,1.1,1.1,1.1,9,24,39,30,0.524,atomic_delayed_self_return|atomic_fixed,"Deal 11 damage. At the start of your next turn, return this to your Hand."
THUNDER,벼락,Thunder,defect,Uncommon,E1,Power,2.7,9.45,27.0,24.3,0.42,C,1,0,6.5,v3_table,True,-3.8,2.95,20.5,59,31,14,45,0.483,lightning_followup_damage,"Whenever you Evoke Lightning, deal 6 damage to each enemy hit."
THUNDERCLAP,천둥,Thunderclap,ironclad,Common,E1,Attack,4.6,4.6,4.6,0.0,0.72,B,0,0,5.3,v3_table,True,-0.7,-0.7,-0.7,42,70,81,39,0.547,atomic_fixed,Deal 4 damage and apply 1 Vulnerable to ALL enemies.
TIMES_UP,때가 되었다,Time's Up,necrobinder,Rare,E2,Attack,1.5,9.0,19.0,17.5,0.447,C,1,0,17.0,v3_table,True,-15.5,-8.0,2.0,72,28,28,44,0.494,equal_to_quantity|keyword_exhaust,Deal damage equal to the enemy's Doom.
TOOLS_OF_THE_TRADE,작업 도구,Tools of the Trade,silent,Rare,E1,Power,2.25,5.55,9.0,6.75,0.42,C,1,0,6.5,v3_table,True,-4.25,-0.95,2.5,60,57,52,8,0.908,atomic_fixed+recurring_turns,"At the start of your turn, draw 1 card and discard 1 card."
TORIC_TOUGHNESS,고리형 강인함,Toric Toughness,event,Event,E2,Skill,7.32,7.32,7.32,0.0,0.835,B,0,0,,special_pool_raw_score,False,,,,8,11,15,7,0.731,atomic_fixed|fixed_future_turn_block,Gain 5 Block. Gain 5 Block at the start of the next 2 turns.
TOXIC,유독성,Toxic,status,Status,E1,Status,-15.5,-6.122,1.0,16.5,0.72,C,0,0,,special_pool_raw_score,False,,,,11,11,4,7,0.364,atomic_self_damage+condition_probability+recurring_turns|keyword_exhaust_cleanup,"At the end of your turn, if this is in your Hand, take 5 damage."
TRACKING,추적,Tracking,silent,Rare,E2,Power,2.5,12.5,30.0,27.5,0.42,C,1,0,17.0,v3_table,True,-14.5,-4.5,13.0,58,6,5,53,0.391,persistent_weak_double_damage,Weak enemies take double damage from Attacks.
TRANSFIGURE,변형,Transfigure,necrobinder,Rare,E1,Skill,-0.5,4.5,16.5,17.0,0.511,C,1,0,6.5,v3_table,True,-7.0,-2.0,10.0,82,70,34,48,0.448,cost_increase|keyword_exhaust|selected_replay_with_combo_range,Add Replay to a card in your Hand. It costs an extra 1 Energy.
TRASH_TO_TREASURE,고철을 보물로,Trash to Treasure,defect,Rare,E1,Power,3.2,11.2,32.0,28.8,0.42,C,1,0,6.5,v3_table,True,-3.3,4.7,25.5,52,18,9,43,0.506,status_trigger_random_orb,"Whenever you create a Status, Channel 1 random Orb."
TREMBLE,떨림,Tremble,ironclad,Common,E1,Skill,5.0,5.0,5.0,0.0,0.72,B,0,0,5.3,v3_table,True,-0.3,-0.3,-0.3,38,68,79,41,0.523,atomic_fixed|keyword_exhaust,Apply 3 Vulnerable.
TRUE_GRIT,진정한 끈기,True Grit,ironclad,Common,E1,Skill,4.7,4.7,4.7,0.0,0.938,A,1,0,5.3,v3_table,True,-0.6,-0.6,-0.6,41,69,80,39,0.547,atomic_fixed|atomic_random_exhaust,Gain 7 Block. Exhaust 1 card at random.
TURBO,터보,TURBO,defect,Common,E0,Skill,2.7,2.7,2.7,0.0,0.808,B,0,0,2.7,v3_table,True,0.0,0.0,0.0,60,82,84,24,0.724,atomic_fixed,Gain 2 Energy. Add a Void into your Discard Pile.
TWIN_STRIKE,이중 타격,Twin Strike,ironclad,Common,E1,Attack,5.0,5.25,5.75,0.75,0.975,A,0,0,5.3,v3_table,True,-0.3,-0.05,0.45,39,63,71,32,0.628,atomic_fixed|multi_hit_strength_synergy,Deal 5 damage twice.
TYRANNY,독재,Tyranny,regent,Rare,E1,Power,-7.0,2.7,12.5,19.5,0.471,C,1,0,6.5,v3_table,True,-13.5,-3.8,6.0,88,77,29,59,0.322,keyword_exhaust|recurring_draw_and_exhaust,"At the start of your turn, draw 1 card and Exhaust 1 card from your Hand."
ULTIMATE_DEFEND,궁극의 수비,Ultimate Defend,colorless,Uncommon,E1,Skill,6.6,6.6,6.6,0.0,1.0,A,0,0,6.8,v3_table,True,-0.2,-0.2,-0.2,18,35,47,29,0.54,atomic_fixed,Gain 11 Block.
ULTIMATE_STRIKE,궁극의 타격,Ultimate Strike,colorless,Uncommon,E1,Attack,7.0,7.0,7.0,0.0,1.0,A,0,0,6.8,v3_table,True,0.2,0.2,0.2,16,31,45,29,0.54,atomic_fixed,Deal 14 damage.
UNDEATH,불사,Undeath,necrobinder,Rare,E0,Skill,3.7,4.7,6.7,3.0,0.912,B,1,0,6.5,v3_table,True,-2.8,-1.8,0.2,49,66,58,17,0.805,atomic_copy_self_discard|atomic_fixed,Gain 7 Block. Add a copy of this card into your Discard Pile.
UNLEASH,풀어놓기,Unleash,necrobinder,Basic,E1,Attack,4.7,8.7,17.7,13.0,0.6,C,1,0,3.0,v3_table,True,1.7,5.7,14.7,42,31,31,11,0.874,additional_damage_equal|atomic_osty_damage,Osty deals 6 damage. Deals additional damage equal to Osty's current HP.
UNMOVABLE,요지부동,Unmovable,ironclad,Rare,E2,Power,3.0,12.0,30.0,27.0,0.42,C,1,0,17.0,v3_table,True,-14.0,-5.0,13.0,63,17,14,49,0.43,first_block_doubled_each_turn,"The first time you gain Block from a card each turn, double the amount gained."
UNRELENTING,무자비,Unrelenting,ironclad,Uncommon,E2,Attack,9.5,9.5,9.5,0.0,0.926,A,0,0,11.0,v3_table,True,-1.5,-1.5,-1.5,11,26,52,41,0.523,atomic_fixed|next_card_free,Deal 14 damage. The next Attack you play costs 0 Energy.
UNTOUCHABLE,범접 불가,Untouchable,silent,Common,E2,Skill,3.6,6.625,9.1,5.5,0.735,C,1,0,9.0,v3_table,False,,,,46,39,50,11,0.874,atomic_fixed|keyword_sly,Gain 6 Block.
UPPERCUT,어퍼컷,Uppercut,ironclad,Uncommon,E2,Attack,10.6,10.6,10.6,0.0,0.892,B,0,0,11.0,v3_table,True,-0.4,-0.4,-0.4,7,22,48,41,0.523,atomic_fixed,Deal 13 damage. Apply 1 Weak. Apply 1 Vulnerable.
UPROAR,난동,Uproar,defect,Common,E2,Attack,8.0,10.25,13.75,5.75,0.751,C,2,0,9.0,v3_table,True,-1.0,1.25,4.75,16,23,38,22,0.747,atomic_fixed|auto_play_from_pile|multi_hit_strength_synergy,Deal 6 damage twice. Play a random Attack from your Draw Pile.
UP_MY_SLEEVE,비책,Up My Sleeve,silent,Uncommon,E2,Skill,8.2,8.2,8.2,0.0,0.915,A,0,0,11.0,v3_table,True,-2.8,-2.8,-2.8,7,24,54,47,0.46,atomic_fixed|cost_reduction,Add 3 Shivs into your Hand. Reduce this card's cost by 1.
VEILPIERCER,장막 관통자,Veilpiercer,necrobinder,Uncommon,E1,Attack,7.5,7.5,7.5,0.0,0.907,A,0,0,6.5,v3_table,True,1.0,1.0,1.0,16,41,55,39,0.552,atomic_fixed|next_card_free,Deal 10 damage. The next Ethereal card you play costs 0 Energy.
VENERATE,추앙,Venerate,regent,Basic,E1,Skill,3.0,3.0,3.0,0.0,0.42,C,1,0,3.0,v3_table,True,0.0,0.0,0.0,58,73,79,21,0.759,atomic_fixed,Gain 2 Stars.
VICIOUS,포악함,Vicious,ironclad,Uncommon,E1,Power,1.25,4.375,22.5,21.25,0.42,C,1,0,6.5,v3_table,True,-5.25,-2.125,16.0,77,76,25,52,0.395,atomic_fixed+event_triggers,"Whenever you apply Vulnerable, draw 1 card."
VOID,공허,Void,status,Status,E-1,Status,-3.5,-2.75,-2.25,1.25,0.72,B,0,0,,special_pool_raw_score,False,,,,7,7,12,5,0.545,draw_trigger_energy_loss|keyword_ethereal_cleanup|keyword_unplayable,"Whenever you draw this card, lose 1 Energy."
VOID_FORM,공허의 형상,Void Form,regent,Rare,E3,Power,-5.5,11.5,27.0,32.5,0.432,C,2,0,20.0,v3_table,True,-25.5,-8.5,7.0,86,12,8,78,0.103,end_turn_penalty|keyword_ethereal|two_free_cards_each_turn,End your turn. The first 2 cards you play each turn are free to play.
VOLLEY,난사,Volley,colorless,Uncommon,EX,Attack,4.5,9.0,18.0,13.5,0.72,C,0,0,12.0,x_as_2_energy,True,-7.5,-3.0,6.0,27,17,14,13,0.794,random_target+x_value,Deal 10 damage to a random enemy X times.
VOLTAIC,동전기,Voltaic,defect,Rare,E3,Skill,1.2,7.8,21.0,19.8,0.451,C,1,0,20.0,v3_table,True,-18.8,-12.2,1.0,79,36,23,56,0.356,keyword_exhaust|lightning_history_scaling,Channel Lightning equal to the Lightning already Channeled this combat.
WASTE_AWAY,쇠퇴,Waste Away,token,Status,E-1,Status,-25.0,-17.0,-5.0,20.0,0.42,C,1,0,,special_pool_raw_score,False,,,,14,14,14,0,1.0,recurring_energy_reduction,Gain 1 less Energy per turn.
WELL_LAID_PLANS,괜찮은 전략,Well-Laid Plans,silent,Uncommon,E1,Power,1.65,4.07,6.6,4.95,0.72,B,0,0,6.5,v3_table,True,-4.85,-2.43,0.1,69,74,59,15,0.828,atomic_retain_up_to+recurring_turns,"At the end of your turn, Retain up to 1 card."
WHIRLWIND,소용돌이,Whirlwind,ironclad,Uncommon,EX,Attack,3.25,6.5,13.0,9.75,0.72,C,0,0,11.0,x_as_2_energy,True,-7.75,-4.5,2.0,56,46,38,18,0.791,atomic_fixed+x_value,Deal 5 damage to ALL enemies X times.
WHISTLE,호각 불기,Whistle,event,Ancient,E3,Attack,18.5,22.7,30.5,12.0,0.82,C,1,0,,special_pool_raw_score,False,,,,1,2,2,1,0.962,atomic_fixed|enemy_stun|keyword_exhaust,Deal 33 damage. Stun the enemy.
WHITE_NOISE,백색 소음,White Noise,defect,Uncommon,E1,Skill,6.5,6.5,6.5,0.0,0.626,C,1,0,6.5,v3_table,True,0.0,0.0,0.0,23,44,61,38,0.563,atomic_free_generated_card|atomic_random_power_card|keyword_exhaust,Add a random Power into your Hand. It's free to play this turn.
WISH,염원,Wish,event,Ancient,E0,Skill,1.5,1.5,1.5,0.0,0.72,B,0,0,,special_pool_raw_score,False,,,,25,27,27,2,0.923,keyword_exhaust|tutor_to_hand,Put a card from your Draw Pile into your Hand.
WISP,위습,Wisp,necrobinder,Common,E0,Skill,1.5,1.5,1.5,0.0,0.72,B,0,0,2.7,v3_table,True,-1.2,-1.2,-1.2,73,85,87,14,0.839,atomic_fixed|keyword_exhaust,Gain 1 Energy.
WITHER,침체,Wither,status,Status,E-1,Status,-11.9,-5.524,-0.75,11.15,0.72,C,0,0,,special_pool_raw_score,False,,,,10,10,10,0,1.0,atomic_self_damage+condition_probability+recurring_turns|keyword_unplayable,"At the end of your turn, if this is in your Hand, take 3 damage."
WOUND,부상,Wound,status,Status,E-1,Status,-2.0,-1.25,-0.75,1.25,0.72,B,0,0,,special_pool_raw_score,False,,,,5,6,11,6,0.455,keyword_unplayable,
WRAITH_FORM,유령의 형상,Wraith Form,silent,Ancient,E3,Power,4.5,11.975,24.0,19.5,0.806,C,1,0,,unsupported_rarity_raw_score,False,,,,36,8,13,28,0.678,atomic_intangible|atomic_lose_dexterity_conditional_stock+recurring_turns,"Gain 2 Intangible. At the start of your turn, lose 1 Dexterity."
WRITHE,몸부림,Writhe,curse,Curse,E-1,Curse,-1.5,-0.75,-0.25,1.25,0.72,B,0,0,,special_pool_raw_score,False,,,,6,6,6,0,1.0,keyword_innate|keyword_unplayable,
WROUGHT_IN_WAR,전장의 생존자,Wrought in War,regent,Common,E1,Attack,5.81,5.81,5.81,0.0,0.889,B,0,0,5.3,v3_table,True,0.51,0.51,0.51,26,42,57,31,0.644,atomic_fixed,Deal 7 damage. Forge 7.
ZAP,파지직,Zap,defect,Basic,E1,Skill,2.2,2.2,2.2,0.0,0.72,B,0,0,3.0,v3_table,True,-0.8,-0.8,-0.8,69,84,85,16,0.816,atomic_fixed,Channel 1 Lightning.
